name,description,founded,address,industries,categories,image
"Pinstorm","Pinstorm is a digital advertising firm headquartered in Mumbai, India with offices in New Delhi, Bangalore,Singapore, Kuala Lumpur, Zurich and Santa Clara. It was founded in 2004 and ranks amongst the leading digital advertising firms in the world. The company is founded by Mahesh Murthy who was also its COO until recently, and in 2005 stood amongst the ""Asia's Top 100 Technology Companies"" in first ""Red Herring 100 Asia list"" published by Red Herring magazine.","May 2004","Swati Bldg,  North Avenue, Santa Cruz (West), Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/pinstorm.png"
"Planet41 Mobi-Venture","Planet41 Mobi-Venture Ltd. is a wireless solution company with focus on providing revenue driven mobile content and other value added services to the consumer and the service providers.

Founded in 2006, the company is providing solutions to most leading telecom operators in India and has developed partnerships with various content aggregators and service providers worldwide. 

The company is being promoted by young technocrats to cater to the incredibly growing mobile industry across the planet. The company specializes in developing its own unique content and applications. The company is also a premier supplier of a broad array of custom and packaged telecommunications solutions for mass consumer, enterprises and telecom operators.

Planet41 rich application portfolio features a dynamic web-based Content Management System (CMS) and a comprehensive billing and reporting capabilities that provide a true end-to-end solution.

Besides its own content management platform, the company benefits from the strong expertise of its team in the mobile industry which has been one of the key factors of this business.","September 2006","110 Linkway, New Link Road,, Malad West,, Mumbai, Maharashtra, IND","Advertising","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/planet41-mobi-venture.png"
"Primetech Software","Primetech Software is one of the leading solution providers in the field of windows & web application development based on the .net, and other platforms. Our team of highly skilled and qualified professionals have hands on experience on ASP.NET 3.5, 4.0, C#, VB.NET, PHP and similar such technologies supported by the .net and open source platform. Our expertise is in converting business models to effective long-lasting business software solutions. Our full range of integrated services includes such as Software Solutions Company in India,Web Applications,IT services in UK,Software Solutions in London,Business Consulting Services,Outsourcing to India,Software Development China,Australia Ecommerce Solutions,Web Solution Company Bangalore,ERP Solutions in New York, Buffalo Web Development,Web Services.

Be it design, development or testing, our professionals leave no stone unturned to ensure a flawless output. Our aim is to provide business transformational solutions that bring real value to our clients. Primetech Software seeks to be your partner in growth and we consider ourselves as not just vendors but as catalysts of change We keep single motto of looking for long term mutual growth ensuring trust and relationship with our Clients, Business Partners, and Associates. 

In 2008, we established a .NET Center of Excellence (CoE). Since then, our team has amassed extensive knowledge and experience in .NET tools and languages, as well as .NET-based architectures, servers, and web services. Primetech?s offshore software development .NET CoE has the right mix of Microsoft certified developers, architects, designers, and project managers.

Why Primetech Software ?


Primetech Software always tries to create great value and productivity gains for the clients by providing quality solution to various business functions.  We bring good experience in information technology, customer service, and global operations by continually combining our strategic thinking with the best in Technology, People, and Process.  Our strengths include  1) 6+ years of experience  2) Good infrastructure 3) Proven credentials with many clients  4) Experience with software product development cycle 5) Flexibility and adaptability. 

For more details can visit at http://www.primetechsoftware.com or can directly in touch on 919892091313 for any further queries & enquiries..","January 2000","A-201, Kesar Plaza,, Charkop Market, Plot no. 239, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/primetech-software.png"
"PRODITECH Solutions","Consultancy . Technology . Outsourcing

PRODITECH Solutions is the only consulting company which defines,

designs and delivers, strategic and measurable Techno-Marketing

Solution. Our portfolio includes wide range of services ? Managed

Hosting, Software As A Service(SaaS), Mobile Apps/Games, Search

Engine Optimization, Search Engine Marketing, Web/WAP Sites

development etc. We call our self a complete solution provider ?

starting from securing domain name and hosting service to

marketing and promoting new or existing website. Our Services and

Products represent an R&D effort of over 5 years and expert?s skills.

We concentrate on elaboration and implementation of functional

websites created specifically to satisfy personal needs, identity and

brand building. We are convinced that neither two clients, nor two

websites are alike.

PRODITECH Solutions collaborates with clients to help them become

a high-performance businesses and governments which comes only

by building strategic long-term client relationships. Whether you are

a corporation or an individual, radical or conservative, we will

manage to find an ideal solution.","February 2009","C-611, ?E-2 Highway Park?, Thakur Complex, Kandivali ? East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/proditech-solutions.png"
"Quikr India","Quikr India Private Limited operates as a community classifieds Website. It enables people in the same city to meet, trade, share ideas, and help in various areas, such as household goods, cars and bikes, services, real estate, jobs, and matrimonials. Quikr India Private Limited was formerly known as Kijiji India Private Limited. The company was incorporated in 2005 and is based in Mumbai, India. Quikr India Private Limited is a former subsidiary of eBay Inc.","","1 Marol Bhavan, Makwana Road, Marol Andheri East, Mumbai, Maharashtra, IND","Public Relations","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/quikr-india.png"
"RAAG","Raag.com, run by Aalaap Ghag, is an individually operated company with a current focus on Web 2.0 services and applications.

Raag provides links to different industry verticals. ","August 2008","12/A, New Shiv Sadan Society,, 533, L. J. Cross Road #2, Mahim, Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/raag.png"
"redBus.in","","","F-6, Sriji Majestic Commercial Complex ,, E-Road, Omni Bus Terminus, Koyambedu,, Chennai, Tamil Nadu, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/redbus-in.png"
"Redon Ads","Redon Ads specialises in organic optimization of websites for better search engine rankings. 

Redon Ads offers a variety of Internet Marketing services like, PPC, Banner Ads, Affiliate Advertising, email Marketing etc. for quick results in order to fulfill your current marketing targets.","","506, Kesar Plaza, Charkop, Kandivali (w), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/redon-ads.png"
"RentTesters","RentTesters has a reputation for offering a wide range of affordable and comprehensive solutions for software testing. We know that no two clients and no two projects are alike. We focus on providing solutions that are customizable and save our clients? both money and time. We are committed to providing our clients with less costly and more effective way of testing their software and systems. We give the right people the right tools

RentTesters provides software testing and automation services that will help you achieve your quality goals. We are the Special Forces of Software Testing ? we unite effective strategy, tactics and methodology with the latest technology and well-trained staff, working in close teams, to solve the world?s most complex, difficult QA and test automation problems.

With 16 years of research and practical experience, over 3,000 testing projects completed, a cadre of highly-trained test engineers and an innovative methodology and technology that enables test coverage to exceed 90% across 15 platforms, we have delivered substantial value in improving test coverage and cost/time savings to more than 500 companies worldwide. Companies who are serious about improving Test Efficiency turn to RentTesters for help with their unique testing needs, and we get the job done!

Founded in 2001  RentTesters is a US Corporation headquartered in San Francisco, California, with over 100 employees and the largest Test Center of Excellence in Ukraine ? all dedicated to improving software Test Efficiency.

Who We Are

We are a team of seasoned Software Quality Assurance professionals with experience in all facets of the IT industry working with Fortune 500 companies as well as early and mid-stage start-ups. Our specialties include hands-on testing and developing solutions for testing and improving quality of Software Product Domains: Healthcare, Biotech, Pharmaceutical, Finance and Banking, Government,  E-Commerce and Retail, eMarketing Solutions, and Mobile.

Where We Are

We are located in the heart of Silicon Valley in San Francisco, offering local expertise, strategic insight and a drive to win.

Our people

Our team is of the highest professional calibre bringing together skills from different areas to provide you with outstanding service, information, actions and results.

Leadership Team

The company testing leadership is provided by three software testing experts. Fuad Mak, Rovshan Shakirov and Emin Makhmudov are pioneers in QA testing.  They are authors/co-authors of industry-leading seminars and QA training books.

The Testing Solution You?ve Been Looking For

Clients choose us because we know the ins and outs of software testing and understand the challenges that can be associated with it and we are committed to providing results for unique business needs. We take our time to work with customers individually, so we can offer the most effective and scalable solution to a business problem. We present our clients with quality and cost oriented strategies. Most of our staff are local professionals with years of industry experience. Our rates beat the competition.","","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/renttesters.png"
"ResellerClub","ResellerClub is a business unit of the Directi Group, which is a 300+ million dollar company. It is an ICANN Accredited Registrar and at the turn of 2010 is the 8th largest worldwide. (Source:RegistrarStats - ResellerClub aka Directi aka Public Domain Registry)

ResellerClub has a team strength of 500+ and counts over 50,000 resellers in 236 countries.

Its product portfolio includes domain registration, web hosting, digital certificates, website builder, corporate communication tools and other web services.

ResellerClub caters exclusively to wholesalers & resellers and does not interact with end customers to preserve the business of its resellers. ","","Directiplex, Next to Andheri Subway,, Old Nagardas Road, Andheri (East),, Mumbai, Maharashtra, IND","Biotechnology","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/resellerclub.png"
"Resultrix","Resultrix Media is a Pay for Performance based Search and Interactive services agency.","April 2008","10800 NE 8th St, Suite 802, District Of Columbia, USA","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/resultrix-media.png"
"Right Click Brand Solutions","We at Right Click proudly say - when you dont know what to do, just RIGHT CLICK!

And we stick by our saying. As a brand, you might have several ideas that sound good on paper but you might wonder if it is practical enough to act on them. Be it ‘launching an online game’ or ‘creating a viral animated video’ or just simply ‘creating online community of brand loyalists’, we will do it for you!Right Click is a brand communications agency which was started in 2010 by 3 youngsters.","January 2011","Mohanvilla - no 5, Jay prakash nagar Goregaon, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/right-click-brand-solutions.png"
"Roamware","Roamware is a provider of mobile roaming solutions and media centric applications for mobile users. Their solutions are designed to generate incremental revenue, increase operational efficiencies, and reduce subscriber churn.","","7th floor, Sigma, Technology Street, Hiranandani Gardens, Powai, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/roamware.png"
"Saavn.com","Saavn is a leading South Asian digital media company.","","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/saavn-com.png"
"Samuday Technologies","Samuday Technologies is a technology products company headquartered in Mumbai, India. Samuday specializes in group communication and collaboration technology that makes in-browser collaboration seamless.

Samuday offers productized services to organizations and institutions to help them connect seamlessly within their organization and with their customers and partners.","December 2010","Samuday Technologies, Level-1, Trade Centre,, Bandra Kurla Complex,, Mumbai, Maharashtra, IND","E-commerce","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/samuday-technologies.png"
"Schematic Digital","Schematic Digital is a digital marketing agency based out of Mumbai, India.","April 2008","40 Link Plaza, Oshiwara Andheri (W), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/schematic-digital.png"
"Secret Sauce","SecretSauce Solutions Private Limited is a digital marketing company, provides search engine optimization services and custom web application development. SecretSauce has established itself as one of the leading platforms for everything related to SEO India and custom web application development. As a digital marketing company, we constantly think better and highly productive Search engine optimization services to reach the concerned surfers. Be it web design Mumbai or custom web application development you can completely rely on our services to market your business on the internet. We work closely with our clients and ensure that their online business growth continues and keep up with the latest in optimization techniques.","September 2009","Ground Floor, Nikita  Apartments, Juhu Tara Road, Satacruz (West), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/secret-sauce.png"
"Sedemac Mechatronics","SEDEMAC Mechatronics is a technology-driven company committed to establish itself as a leading Mechatronic solutions provider. The company builds and offers high-value Mechatronic products such as electronic controllers for Automotive and Renewable Energy applications.","","CM-06, SINE Premises, Third Floor, CSRE Building, Mumbai, Maharashtra, IND","Gaming","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/sedemac-mechatronics.png"
"SEEDCORE GROUP","SeedCore group aims to apply service of rich internet applications for small and medium companies to expand their business reach and profitability.

SeedCore group specialize in making flexible e-commerce applications, interactive product catalog site, interactive flash presentation, flash page flip catalog, Flex application, content management system. 

Offering rapid and customized service to retailer and manufacturer in lifestyle industries like Jewellery, Apparels, Electronics and Furniture.","October 2005","101/B, Pranay Sudarshan, M.G.Road, Mumbai, Maharashtra, IND","Gaming","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/seedcore-group.png"
"Shaadi.com","Shaadi.com is an online matchmaking site built especially for South-Asians.  Besides one of most visited sites in India, it boasts more than 100 physical centers in 80 cities in India.

Shaadi.com, one of India’s best known brands and the world’s largest matrimonial service was founded with a simple objective - to help people find happiness. The company pioneered online matrimonials in 1996 and continues to lead the exciting matrimony category after more than a decade. By redefining the way people meet for marriage, Shaadi.com has created a world-renowned service that has touched over 20 million people. Learn More at http://www.shaadi.com/introduction/letter-from-cmd.php","","State Bank Road, Mumbai, Maharashtra, IND","Enterprise","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/shaadi-com.png"
"Shicon","Shicon is an international network of designers and photographers working on online and traditional creative outsourcing projects for business customers and brands. Its network includes partnerships with key universities in the design, fashion and creative arts space (e.g. European Institute of Design in Milan, NABA, Politecnico di Milano), as well as with agencies, businesses and non-profit organizations which operate in the UK and Europe.Every online design competition is amplified on external social media like facebook and twitter and on a high number of creative sites. The best designs are selected by brands considering a combination of votes and comments from the user community, Shicon's team and international advisors from the industry, and get rewarded through cash prizes, special prizes, visibility.Shicon started in Milan, Italy, in 2010. It was funded by two young italian startups, Employees Only, run by Enrico Aprico and focused on new media, and Taaac, run by Michele Simonato and Matteo Lai, focused on innovative design projects and new business models.  Shicon has now offices in 5 countries: other than Italy, there are operating offices in London, San Francisco, Mumbai and Rio De Janeiro. Shicon creative community currently amount to 6.000 designers and creative talents all over the world. The company has focused its approach to 'emerging' talents, coming from new markets in Asia, the Middle East and Europe.","July 2010","61 Kukreja Residency, W.T.Patil road,Chembur, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/shicon.png"
"Shrih Designs","SHRIH Designs is Web-Designing, Web Development, E-Corporate Consultancy, SEO, Domains and Hosting Internet Company

Shrih Designs, which was started in the year 2000, is now recognized as one of the fastest growing and most experienced comprehensive Interactive Media Company (offering one stop shop solution for all online needs of it?s customers and prospects). While we have successfully delivered numerous project in the area of web designing, online application development, Search Engine Optimization, Internet Marketing, Digital Marketing, Online Branding, Web Hosting Services, E-commerce Solutions, and Multimedia Solutions, we have also gathered vast knowledge base through continuous learning.

Using the latest in technological achievements, SHRIH DESIGNS offers the most exclusive and innovative, state-of-the-art solutions for online design and web development, regardless of the type of business you are in. From entertainment to shopping, to sales and development, we have the solution that than be custom moulded to your specific needs.?

1) HTML & Flash header creative site.?

2) Full Flash animation website.?

3) Static HTML website with Graphics

4) Database driven websites and e-commerce solutions.?

5) Interactive customer communication and service applications.?

6) Database driven dynamic pages to keep site content up-to-date.?

7) Intranet development for improved corporate communications and cost savings.?

8) Online credit card and payment processing.?

9) Solutions that meet your needs built on either a Linux or Microsoft platform an informative.?

We specialize in:?

Domain Selection,

Webhosting Solutions,?

Logo Designing,

Graphics Development,?

Content Writing,

Banner Designing,?

Templates designing,?

Simple and Complex animations,?

Custom Website design,

Real-Estate website development,?

E-commerce based site,

Online store development,?

Online payment gateway integration,?

Database Driven Website,

Online Community Development,?

Corporate Website Development,?

Search Engine friendly website,

2D & 3D Animation.

SHRIH DESIGNS provides you with affordable website design and web development services in a professional manner backed up with a top priority customer service. Every aspect of your website design and development ? design, content creation and streamlining, programming to complete development, web site hosting is done a professional manner along with affordable web site design rates. 

SHRIHdesigns also caters to your online brand building process by providing wide range of search engine optimization & Internet marketing services. A professional website design and development organization does not limit its service in building up your website but also extends its services to proper marketing of your web presence to the potential online clientele.","","Singh Estate 3, Kandivali East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/shrih-designs.png"
"SIB Infotech","SIB Infotech is an India based IT Company specializing in delivering high quality, cost effective,reliable, result-oriented, web, desktop and e-commerce solutions for global clientele.

You require a simple informative website, dynamic website, flash website or in developing a CMS (content management system) Application or any other software or application development, we go through with your requirement, goals and objectives, to start with. Thus all our designs and creations are not just visually appealing but are ?fit for use? according to working profile of your company.

We specialize in Website Design & Development, SEO and Web Marketing, E-Commerce, CMS Application Development, Software Development and Multimedia Solutions as well as we provide affordable Domain Registration as well as Web Hosting Services

We are experts in Search Engine Optimization Services and offer our clients years of experience and expertise in the optimization of websites. In our years of business we have assisted many clients and are confident we can provide you with the SEO services you need for your website to achieve top search engine rankings.

We practice only ethical search engine optimization methods and to date have never had a website excluded from a search engine or blacklisted. Our impeccable customer service and support are among the main reasons for our continued success. Each of the SEO services we offer come complete with a full customer satisfaction guarantee as well as a 24x7 customer service support model that is second to none. Our motto remains ?Quality before Quantity.?

Our search engine experts fully understand search engine optimization and the nature of SEO to evolve. As a result, we customize our services to constantly match the latest developments of the search engine optimization industry. It is this continual endeavor to remain in pace with the continually changing search engine optimization world that sets us apart from the competition. Our goal is to establish a long term relationship with each of our clients, not just offer a one-time solution.

OUR TEAM

We are committed to help our customers to increase their productivity as well as business. We work together with highly qualified professionals at back end for creating top notch websites with stylish designs.  We are having strength of highly qualified and experienced professionals to provide expertise services to the entire satisfaction of our clients. We are also having specialized professionals for each and categorized assignments.

OUR MISSION

To enhance productivity in whatever you do, at affordable prices","November 2005","Lakshmi Industrial Estate, Hanuman Galli, Lower Parel, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/sib-infotech.png"
"Venture For India","","July 2012","Mumbai, Maharashtra, IND","Education","Non-Profits","https://s3.amazonaws.com/startupgenome-avatars/organizations/venture-for-india.png"
"Smartmove2uk","Smartmove2uk is a UK Immigration specialist firm providing UK Visa application and advisory services on behalf of UK employers and individuals considering migration to the UK. 

Whether you are applying for a UK Visa for the first time or if you have had your UK visa application refused and are considering filing an appeal, SmartMove2UK can provide you with professional and objective advice service drawing on our record for making successful UK Visa applications.

From finding a job in the UK to starting a business in the UK whatever your motivation, our UK Immigration experts will be able to provide support and advise at every stage of the migration process.","","903-2A, Acme Complex, Near Inorbit Mall,  Malad (W) Mumbai- 400 064  India, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/smartmove2uk.png"
"SMSCountry Networks","SMSCountry Networks is a SMS gateway service providers that delivers SMS to Indian and International mobile networks.","","161-167 Des Voeux Rd C, 161-167 Des Voeux Road, Central, Hong Kong","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/smscountry-networks.png"
"Soci-Ads","Connecting Advertisers to social network users (Influencers)
Soci-Ads is a word-of-mouth micro-endorsement platform which connects advertisers with social network users aka influencers.","January 2011","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/soci-ads.png"
"Social Catalyst","We assit start ups and businesses as:

Web Site Designing

Corporate Identity

Facebook Applications and Fan Pages

Search Engine Optimization

Social Media Optimization","October 2009","F-100, Shastri Nagar, Jaipur, Rajasthan, IND","Search","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/social-catalyst.png"
"Softaculous","Softaculous is an Auto Installer having 225 scripts which users can install by the click of a button. 

Softaculous is offered by many Web Hosting companies around the world. The scripts offered by Softaculous, cover most of the uses a netizen could have. A wide array of Categories has been covered by Softaculous in which a person could easily find the required script one would need to power their Web Site.

The Softaculous library contains popular applications, including: WordPress, b2evolution, StatusNet, Drupal, Joomla, Concrete5, phpBB, MyBB, SMF, bbPress, Coppermine, Gallery, Mediawiki, DokuWiki, TikiWiki, Elgg, Dolphin, OpenX, SquirrelMail, LimeSurvey, Piwik, Mantis, SugarCRM, WHMCS, PrestaShop, Magento, CraftySyntax, osTicket, Moodle, Claroline, etc.","January 2009","25, Shanker Seth Building, Chira Bazaar, Mumbai, Maharashtra, IND","Internet","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/softaculous.png"
"Source IT","","","Tamarind Lane, Fort, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/source-it.png"
"Stock Market Secrets","Item wise FII HNI Promoter Fund QIP Floating stock data auto updated at 6 30 PM for life, Learn online complete 4 analysis on stock market viz. Technical Analysis through 2 videos + Fundamental Analysis      ( No theory) + Futures Analysis ( Formulas) + Market Analysis ( FII HNI data)Most reputed program with 5000 network on face book, preferred by professionals & traders, recommended by Top brokerage firms,  Learn at your time, Amazingly affordable price, only company which teaches all 4 analysis online, it takes only 15 minutes in the evening to carry out all 4 analyses.Most analysts on a channel are either Technical or Fundamental Analysts, Learn & invest as the number of uneducated investors is huge & Money involved is huge as well, we promise you will have smile on your face once your through our learning course. All D best,","July 1991","Sahar Road, Andheri East, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/stock-market-secrets.png"
"Stockezy","stockezy is a social investing community, designed to connect Indian Stock Market Investors.","August 2008","209 Lok Centre, Andheri (E), Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/stockezy.png"
"STYLISHYOU.IN","About Us:STYLISHYOU.IN is Indias only event based portal dedicated to Jewelry and style accessories where one can find jewelry of all kinds, branded perfumes, irresistible bags, shades of leading brands at up to 80% off.Each sale starts at 10am and lasts for few days. Members are notified about the sales by SMS, Subscribed Newsletters or by following us on facebook and twitter prior to the sales. The membership is free and it is not mandatory to make any purchase. However the sales are reserved only for registered members.  STYLISHYOU.IN understands the need for accessories at every occasion and place, be it college, office, party, shopping or even bed. Keeping this in mind, STYLISHYOU.IN wants to be a leader in providing original and authentic jewelry & accessories at right price. We focus strongly on the quality and originality of brands and this we assure by selling only undamaged and good quality products. The products are sourced directly from the brands with no fake brand representation; for this STYLISHYOU.IN partners with leading brands across all categories of jewelry and style accessories.Our ProductsWhatever accessory you name, STYLISHYOU.IN brings it to you. We enchant you with vast number of products and also show you ways to enchant all.  Just login to our website to find all that you need across categories!! We offer you jewelry of all kinds, premium watches, branded shades, euphoric perfumes, stylish designer bags and clutches!!Our GuaranteeWe assure that we stay with the trends and sell whatever is the current fashion and style. We focus on real brands and accessories. We are here to help you accessorize yourself the most stylish way. Its no more old fashion, cuts and designs for you but perfect dressing up with the right accessories. We focus strongly on the quality and originality of brands and this we assure by selling only undamaged and good quality products. Our products are sourced directly from the brands with no fake brand representation. Whatever we sell or provide you will be with utmost transparency. For us, our customers feelings and sentiments come first. So we make sure that we deliver all our orders on time and aim at making you and your loved ones moments special.Our contact Information Our Website is www.stylishyou.inYou can also find us on facebook: www.facebook.com/stylishyou.inOur address is WhiteBoard InfoMedia Pvt. LtdD-61, Oshiwara Industrial Centre,Goregaon West,Mumbai 400104Ph: +91-22-40146183 ","June 2011","D-61, Oshiwara Industrial Centre,, Goregaon West, Mumbai, Maharashtra, IND","E-commerce","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/stylishyou-in.png"
"Stylkist","Stylkist is a contemporary decor and lifestyle accessories store located in Bandra, Mumbai. Among the items on sale are scultped candles, tea-light holders, pearl cushions, creative centerpieces, wall art.","","218 Crystal Plaza Mall, 2nd Floor, 33rd Road, Bandra West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/stylkist.png"
"SuccessNexus.com","SuccessNexus.com is an affiliate management software specifically created for blogs, forums and other content rich websites.  i. People have to copy-paste a Google Analytics type tracking code on all the pages of their website.  ii. And then others can start promoting them to earn rewards simply by adding their email addresses or affiliate usernames at the end of any page of the website.","September 2010","Archana Aboli Apts. 1st Floor,, Bhandarkar Road, Pune, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/successnexus-com.png"
"Superchooha","A social business communications firm based out of Mumbai, India; uses social media to engage customers with the brand, and teams within the organisation for efficient business operations.","","B-12 Devki Nagar, Opposite St. Lawrence School,, Borivali, West, Mumbai, Maharashtra, IND","Clean Technology","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/superchooha.png"
"Sutra People Solutions Pvt. Ltd.","We are a full services People Consulting firm which has a unique partnering model with Digital; Mobile and Internet startups and entrepreneurial companies. We help them in their quest to find, retain, assess and train talent to take them to the next level and beyond.

Being small and nimble ourselves, we wear the shoes of startups every morning, and set out to find not just employees, skill sets, and profile for our clients, but also people who are dependable, a good fit, and have the same drive and values that support and grow a small company.

We take on worries about people; training, assessment, increasing operational efficiencies with dashboard as our clients grow.","November 2007","515,D.P.Road,Opposite Tarapore Towers,, Adarsh Nagar, Andheri(W)., Mumbai, Maharashtra, IND","Computer Software","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/sutra-people-solutions-pvt-ltd.png"
"Tanmay Infotech","","January 2006","Plaza, Dadar, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/tanmay-infotech.png"
"TechTheBest.com","TechTheBest is a new venture Dedicated to Social Media and Technology news. It is the first website in India dedicated to Technology News, Social Media News, Web, Silicon Vally Happenings, Entrepreneurship, Start-ups, Merger and Acquisition related news. 

The Company was started just 4 months back in July, 2011 and has achieved the Alexa Rank of 3,25,000. It has got a boost of 12,00,000 ranks in past two months.

Company is in process to get funding and start a technology related news channel. This news channel will telecast all Technology News, Social Media News, Web, Silicon Vally Happenings, Entrepreneurship, Start-ups, Merger and Acquisition related news in Innovative way.","July 2011","C-703, Vrindavan Complex, Rambaug Street, Borivali-West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/techthebest-com.png"
"TechTheBest News","First Website in India dedicated to Social Media and Technology news. This venture was founded in June, 2011. TechTheBest focuses on Tech news, Social Media News, Entrepreneurship, Start-ups, Silicon Vally Happenings, Gadget reviews and many other exciting Stories. 

Company is in process to get funding and the future goal is to create a Social Media news channel which will be telecast 24*7 and dedicated to Technology, Web and Social Media.","June 2011","C-730, Vrindavan Complex, Rambaug Street, Borivali West, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/techthebest-india.png"
"Texavi Innovative Solutions (UK) Ltd","Texavi Innovative Solutions is UK based Software Company that aims to offer the services of IT Consulting, Training and Development in the STM (Scientific, Technical and Medical) Publishing, Retail, and Content development and delivery thru Web, Mobile and New Media.","","B-1201, Building No.7, Kukreja Complex, L.B.S.Marg, Bhandup(west), Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/texavi-innovative-solutions-uk-ltd.png"
"TLG","TLG is one of the GCC’s leading premier law firms, helping clients achieve their goals by combining the highest standards with local expertise. TLG stands for ‘The Legal Group’

The firm has unrivalled scale and depth of legal resources across the three key markets of the UAE, Qatar, India (under formation), Saudi Arabia and focuses on the core areas of commercial activity: corporate and M&A; finance and banking; construction and real estate litigation; real estate; employment; and dispute resolution.

TLG lawyers have been involved in advising Government, public sector undertakings, and private corporations in the Middle East and Asia. The Firm’s partners have worked on some of the biggest turnkey projects in the Middle East, and South East Asia.

The firm is structured around the following practice areas:

Corporate/M&A

Construction and Real Estate

Litigation and Dispute Resolution

Intellectual Property

Employment and Residency Regulations

International tax advisory

Each area comprises industry-focussed teams dedicated to delivering incisive advice.

An ambition to be the Gccs premier law firm underpins our business strategy. We aim to achieve this goal through sustained investment in managing knowledge and information, and by creating a working culture in all our offices that enables our people to offer consistently high standards of client service.","September 1997","P O Box, 20338, Dubai, Dubai, ARE","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/tlg.png"
"TravelGuru","Travelguru is an Indian travel website, offering search, booking, and deals on flights, hotels and holiday packages across India and the world.


Travelguru plans to expand product offerings, such as car rentals, in the near future. ","","306, 3rd Floor, 'C' Wing,, Eureka Towers, Mindspace, Link Road, Malad (W),, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/travelguru.png"
"Travelobuddies","Travelobuddies is a portal site providing free information to travelers.","","State Bank Road, Mumbai, Maharashtra, IND","","Startups","https://s3.amazonaws.com/startupgenome-avatars/organizations/travelobuddies.png"
